keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
114,dump(PrintStream),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEHeader.java,jsmooth,70,137,0,3,0.029,0.3339,0,1,1,"public void dump(PrintStream out){
  out.println(""HEADER:"");
  out.println(""int  Machine="" + Machine + "" //  4"");
  out.println(""int  NumberOfSections="" + NumberOfSections + ""     //  6"");
  out.println(""long   TimeDateStamp="" + TimeDateStamp + "" //  8"");
  out.println(""long   PointerToSymbolTable="" + PointerToSymbolTable + ""     //  C"");
  out.println(""long   NumberOfSymbols="" + NumberOfSymbols + "" // 10"");
  out.println(""int  SizeOfOptionalHeader="" + SizeOfOptionalHeader + ""     // 14"");
  out.println(""int  Characteristics="" + Characteristics + "" // 16"");
  out.println(""int    Magic="" + Magic + ""     // 18"");
  out.println(""short   MajorLinkerVersion="" + MajorLinkerVersion + ""     // 1a"");
  out.println(""short   MinorLinkerVersion="" + MinorLinkerVersion + "" // 1b"");
  out.println(""long   SizeOfCode="" + SizeOfCode + ""     // 1c"");
  out.println(""long   SizeOfInitializedData="" + SizeOfInitializedData + "" // 20"");
  out.println(""long   SizeOfUninitializedData="" + SizeOfUninitializedData + ""     // 24"");
  out.println(""long   AddressOfEntryPoint="" + AddressOfEntryPoint + "" // 28"");
  out.println(""long   BaseOfCode="" + BaseOfCode + ""     // 2c"");
  out.println(""long   BaseOfData="" + BaseOfData + ""    //    // NT additional fields. // 30"");
  out.println(""long   ImageBase="" + ImageBase + ""     // 34"");
  out.println(""long   SectionAlignment="" + SectionAlignment + "" // 38"");
  out.println(""long   FileAlignment="" + FileAlignment + ""     // 3c"");
  out.println(""int    MajorOperatingSystemVersion="" + MajorOperatingSystemVersion + "" // 40"");
  out.println(""int    MinorOperatingSystemVersion="" + MinorOperatingSystemVersion + ""     // 42"");
  out.println(""int    MajorImageVersion="" + MajorImageVersion + "" // 44"");
  out.println(""int    MinorImageVersion="" + MinorImageVersion + ""     // 46"");
  out.println(""int    MajorSubsystemVersion="" + MajorSubsystemVersion + "" // 48"");
  out.println(""int    MinorSubsystemVersion="" + MinorSubsystemVersion + ""     // 4a"");
  out.println(""long   Reserved1="" + Reserved1 + ""     // 4c"");
  out.println(""long   SizeOfImage="" + SizeOfImage + "" // 50"");
  out.println(""long   SizeOfHeaders="" + SizeOfHeaders + ""     // 54"");
  out.println(""long   CheckSum="" + CheckSum + ""     // 58"");
  out.println(""int    Subsystem="" + Subsystem + "" // 5c"");
  out.println(""int    DllCharacteristics="" + DllCharacteristics + ""     // 5e"");
  out.println(""long   SizeOfStackReserve="" + SizeOfStackReserve + "" // 60"");
  out.println(""long   SizeOfStackCommit="" + SizeOfStackCommit + ""     // 64"");
  out.println(""long   SizeOfHeapReserve="" + SizeOfHeapReserve + "" // 68"");
  out.println(""long   SizeOfHeapCommit="" + SizeOfHeapCommit + ""     // 6c"");
  out.println(""long   LoaderFlags="" + LoaderFlags + "" // 70"");
  out.println(""long   NumberOfRvaAndSizes="" + NumberOfRvaAndSizes + "" // 74"");
  out.println(""long ExportDirectory_VA="" + ExportDirectory_VA + "" // 78"");
  out.println(""long ExportDirectory_Size="" + ExportDirectory_Size + "" // 7c"");
  out.println(""long ImportDirectory_VA="" + ImportDirectory_VA + "" // 80"");
  out.println(""long ImportDirectory_Size="" + ImportDirectory_Size + "" // 84"");
  out.println(""long ResourceDirectory_VA="" + ResourceDirectory_VA + "" // 88"");
  out.println(""long ResourceDirectory_Size="" + ResourceDirectory_Size + "" // 8c"");
  out.println(""long ExceptionDirectory_VA="" + ExceptionDirectory_VA + "" // 90"");
  out.println(""long ExceptionDirectory_Size="" + ExceptionDirectory_Size + "" // 94"");
  out.println(""long SecurityDirectory_VA="" + SecurityDirectory_VA + "" // 98"");
  out.println(""long SecurityDirectory_Size="" + SecurityDirectory_Size + "" // 9c"");
  out.println(""long BaseRelocationTable_VA="" + BaseRelocationTable_VA + "" // a0"");
  out.println(""long BaseRelocationTable_Size="" + BaseRelocationTable_Size + "" // a4"");
  out.println(""long DebugDirectory_VA="" + DebugDirectory_VA + "" // a8"");
  out.println(""long DebugDirectory_Size="" + DebugDirectory_Size + "" // ac"");
  out.println(""long ArchitectureSpecificData_VA="" + ArchitectureSpecificData_VA + "" // b0"");
  out.println(""long ArchitectureSpecificData_Size="" + ArchitectureSpecificData_Size + "" // b4"");
  out.println(""long RVAofGP_VA="" + RVAofGP_VA + "" // b8"");
  out.println(""long RVAofGP_Size="" + RVAofGP_Size + "" // bc"");
  out.println(""long TLSDirectory_VA="" + TLSDirectory_VA + "" // c0"");
  out.println(""long TLSDirectory_Size="" + TLSDirectory_Size + "" // c4"");
  out.println(""long LoadConfigurationDirectory_VA="" + LoadConfigurationDirectory_VA + "" // c8"");
  out.println(""long LoadConfigurationDirectory_Size="" + LoadConfigurationDirectory_Size + "" // cc"");
  out.println(""long BoundImportDirectoryinheaders_VA="" + BoundImportDirectoryinheaders_VA + "" // d0"");
  out.println(""long BoundImportDirectoryinheaders_Size="" + BoundImportDirectoryinheaders_Size + "" // d4"");
  out.println(""long ImportAddressTable_VA="" + ImportAddressTable_VA + "" // d8"");
  out.println(""long ImportAddressTable_Size="" + ImportAddressTable_Size + "" // dc"");
  out.println(""long DelayLoadImportDescriptors_VA="" + DelayLoadImportDescriptors_VA + "" // e0"");
  out.println(""long DelayLoadImportDescriptors_Size="" + DelayLoadImportDescriptors_Size + "" // e4"");
  out.println(""long COMRuntimedescriptor_VA="" + COMRuntimedescriptor_VA + "" // e8"");
  out.println(""long COMRuntimedescriptor_Size="" + COMRuntimedescriptor_Size + "" // ec"");
}
"
116,"updateVAAndSize(Vector,Vector)",D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEHeader.java,jsmooth,49,501,0,7,0.0655,0.2355,0,20,3,"public void updateVAAndSize(Vector oldsections,Vector newsections){
  long codebase=findNewVA(this.BaseOfCode,oldsections,newsections);
  long codesize=findNewSize(this.BaseOfCode,oldsections,newsections);
  this.BaseOfCode=codebase;
  this.SizeOfCode=codesize;
  this.AddressOfEntryPoint=findNewVA(this.AddressOfEntryPoint,oldsections,newsections);
  long database=findNewVA(this.BaseOfData,oldsections,newsections);
  long datasize=findNewSize(this.BaseOfData,oldsections,newsections);
  this.BaseOfData=database;
  long imagesize=0;
  for (int i=0; i < newsections.size(); i++) {
    PESection sect=(PESection)newsections.get(i);
    long curmax=sect.VirtualAddress + sect.VirtualSize;
    if (curmax > imagesize)     imagesize=curmax;
  }
  this.SizeOfImage=imagesize;
  ExportDirectory_Size=findNewSize(ExportDirectory_VA,oldsections,newsections);
  ExportDirectory_VA=findNewVA(ExportDirectory_VA,oldsections,newsections);
  ImportDirectory_Size=findNewSize(ImportDirectory_VA,oldsections,newsections);
  ImportDirectory_VA=findNewVA(ImportDirectory_VA,oldsections,newsections);
  ResourceDirectory_Size=findNewSize(ResourceDirectory_VA,oldsections,newsections);
  ResourceDirectory_VA=findNewVA(ResourceDirectory_VA,oldsections,newsections);
  ExceptionDirectory_Size=findNewSize(ExceptionDirectory_VA,oldsections,newsections);
  ExceptionDirectory_VA=findNewVA(ExceptionDirectory_VA,oldsections,newsections);
  SecurityDirectory_Size=findNewSize(SecurityDirectory_VA,oldsections,newsections);
  SecurityDirectory_VA=findNewVA(SecurityDirectory_VA,oldsections,newsections);
  BaseRelocationTable_Size=findNewSize(BaseRelocationTable_VA,oldsections,newsections);
  BaseRelocationTable_VA=findNewVA(BaseRelocationTable_VA,oldsections,newsections);
  DebugDirectory_Size=findNewSize(DebugDirectory_VA,oldsections,newsections);
  DebugDirectory_VA=findNewVA(DebugDirectory_VA,oldsections,newsections);
  ArchitectureSpecificData_Size=findNewSize(ArchitectureSpecificData_VA,oldsections,newsections);
  ArchitectureSpecificData_VA=findNewVA(ArchitectureSpecificData_VA,oldsections,newsections);
  RVAofGP_Size=findNewSize(RVAofGP_VA,oldsections,newsections);
  RVAofGP_VA=findNewVA(RVAofGP_VA,oldsections,newsections);
  TLSDirectory_Size=findNewSize(TLSDirectory_VA,oldsections,newsections);
  TLSDirectory_VA=findNewVA(TLSDirectory_VA,oldsections,newsections);
  LoadConfigurationDirectory_Size=findNewSize(LoadConfigurationDirectory_VA,oldsections,newsections);
  LoadConfigurationDirectory_VA=findNewVA(LoadConfigurationDirectory_VA,oldsections,newsections);
  BoundImportDirectoryinheaders_Size=findNewSize(BoundImportDirectoryinheaders_VA,oldsections,newsections);
  BoundImportDirectoryinheaders_VA=findNewVA(BoundImportDirectoryinheaders_VA,oldsections,newsections);
  ImportAddressTable_Size=findNewSize(ImportAddressTable_VA,oldsections,newsections);
  ImportAddressTable_VA=findNewVA(ImportAddressTable_VA,oldsections,newsections);
  DelayLoadImportDescriptors_Size=findNewSize(DelayLoadImportDescriptors_VA,oldsections,newsections);
  DelayLoadImportDescriptors_VA=findNewVA(DelayLoadImportDescriptors_VA,oldsections,newsections);
  COMRuntimedescriptor_Size=findNewSize(COMRuntimedescriptor_VA,oldsections,newsections);
  COMRuntimedescriptor_VA=findNewVA(COMRuntimedescriptor_VA,oldsections,newsections);
}
"
117,"findNewVA(long,Vector,Vector)",D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEHeader.java,jsmooth,13,64,50,5,0.1923,0.0715,0,8,5,"private long findNewVA(long current,Vector oldsections,Vector newsections){
  for (int i=0; i < oldsections.size(); i++) {
    PESection sect=(PESection)oldsections.get(i);
    if (sect.VirtualAddress == current) {
      PESection newsect=(PESection)newsections.get(i);
      return newsect.VirtualAddress;
    }
 else     if ((current > sect.VirtualAddress) && (current < (sect.VirtualAddress + sect.VirtualSize))) {
      long diff=current - sect.VirtualAddress;
      PESection newsect=(PESection)newsections.get(i);
      return newsect.VirtualAddress + diff;
    }
  }
  return 0;
}
"
118,"findNewSize(long,Vector,Vector)",D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEHeader.java,jsmooth,8,23,18,4,0.2292,0.068,0,6,3,"private long findNewSize(long current,Vector oldsections,Vector newsections){
  for (int i=0; i < oldsections.size(); i++) {
    PESection sect=(PESection)oldsections.get(i);
    if (sect.VirtualAddress == current) {
      PESection newsect=(PESection)newsections.get(i);
      return newsect.VirtualSize;
    }
  }
  return 0;
}
"
121,read(),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEOldMSHeader.java,jsmooth,28,99,0,3,0.0714,0.2569,1,6,5,"public void read() throws IOException {
  FileChannel ch=m_pe.getChannel();
  ByteBuffer mz=ByteBuffer.allocate(64);
  mz.order(ByteOrder.LITTLE_ENDIAN);
  ch.read(mz,0);
  mz.position(0);
  byte m=mz.get();
  byte z=mz.get();
  if ((m == 77) && (z == 90)) {
  }
  e_cblp=mz.getShort();
  e_cp=mz.getShort();
  e_crlc=mz.getShort();
  e_cparhdr=mz.getShort();
  e_minalloc=mz.getShort();
  e_maxalloc=mz.getShort();
  e_ss=mz.getShort();
  e_sp=mz.getShort();
  e_csum=mz.getShort();
  e_ip=mz.getShort();
  e_cs=mz.getShort();
  e_lfarlc=mz.getShort();
  e_ovno=mz.getShort();
  for (int i=0; i < 4; i++)   e_res[i]=mz.getShort();
  e_oemid=mz.getShort();
  e_oeminfo=mz.getShort();
  for (int i=0; i < 10; i++)   e_res2[i]=mz.getShort();
  e_lfanew=mz.getInt();
}
"
122,dump(PrintStream),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEOldMSHeader.java,jsmooth,19,35,0,3,0.1022,0.2824,0,1,1,"public void dump(PrintStream out){
  out.println(""MSHeader:"");
  out.println(""e_cblp: "" + e_cblp + "" // Bytes on last page of file //  2"");
  out.println(""e_cp: "" + e_cp + "" // Pages in file //  4"");
  out.println(""e_crlc: "" + e_crlc + "" // Relocations //  6"");
  out.println(""e_cparhdr: "" + e_cparhdr + "" // Size of header in paragraphs //  8"");
  out.println(""e_minalloc: "" + e_minalloc + "" // Minimum extra paragraphs needed //  A"");
  out.println(""e_maxalloc: "" + e_maxalloc + "" // Maximum extra paragraphs needed //  C"");
  out.println(""e_ss: "" + e_ss + "" // Initial (relative) SS value //  E"");
  out.println(""e_sp: "" + e_sp + "" // Initial SP value // 10"");
  out.println(""e_csum: "" + e_csum + "" // Checksum // 12"");
  out.println(""e_ip: "" + e_ip + "" // Initial IP value // 14"");
  out.println(""e_cs: "" + e_cs + "" // Initial (relative) CS value // 16"");
  out.println(""e_lfarlc: "" + e_lfarlc + "" // File address of relocation table // 18"");
  out.println(""e_ovno: "" + e_ovno + "" // Overlay number // 1A"");
  out.println(""e_oemid: "" + e_oemid + "" // OEM identifier (for e_oeminfo) // 24"");
  out.println(""e_oeminfo: "" + e_oeminfo + "" // OEM information; e_oemid specific // 26"");
  out.println(""e_lfanew: "" + e_lfanew + "" // File address of new exe header // 3C"");
}
"
156,buildResource(long),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEResourceDirectory.java,jsmooth,7,9,0,2,0.3143,0.2714,0.5,3,1,"public ByteBuffer buildResource(long virtualBaseOffset){
  int resourceSize=m_root.diskSize();
  ByteBuffer resbuf=ByteBuffer.allocate(resourceSize);
  resbuf.order(ByteOrder.LITTLE_ENDIAN);
  resbuf.position(0);
  m_root.buildBuffer(resbuf,virtualBaseOffset);
  return resbuf;
}
"
158,"replaceResource(String,int,int,ByteBuffer)",D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEResourceDirectory.java,jsmooth,10,31,17,4,0.1909,0.103,1,8,7,"public boolean replaceResource(String catId,int resourceId,int langId,ByteBuffer data){
  ResourceEntry catEntry=m_root.getResourceEntry(catId);
  if ((catEntry != null) && (catEntry.Directory != null)) {
    ResourceEntry identEntry=catEntry.Directory.getResourceEntry(resourceId);
    if ((identEntry != null) && (identEntry.Directory != null)) {
      ResourceEntry langEntry=identEntry.Directory.getResourceEntry(langId);
      if ((langEntry != null) && (langEntry.Data != null)) {
        DataEntry dataslot=langEntry.Data;
        dataslot.setData(data);
        return true;
      }
    }
  }
  return false;
}
"
159,"addNewResource(String,String,String,ByteBuffer)",D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PEResourceDirectory.java,jsmooth,13,61,44,3,0.1429,0.0636,0.666666667,10,1,"public void addNewResource(String catId,String resourceId,String languageId,ByteBuffer data){
  DataEntry dataEntry=new DataEntry(data);
  ResourceEntry languageEntry=buildResourceEntry(languageId,dataEntry);
  ImageResourceDirectory languageDir=new ImageResourceDirectory();
  languageDir.TimeDateStamp=0x3F2CCF64;
  languageDir.addEntry(languageEntry);
  ResourceEntry identEntry=buildResourceEntry(resourceId,languageDir);
  ImageResourceDirectory identDir=new ImageResourceDirectory();
  identDir.TimeDateStamp=0x3F2CCF64;
  identDir.addEntry(identEntry);
  ResourceEntry catEntry=buildResourceEntry(catId,identDir);
  m_root.addEntry(catEntry);
}
"
166,read(),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PESection.java,jsmooth,19,76,0,3,0.1022,0.2059,1,3,2,"public void read() throws IOException {
  FileChannel ch=m_pe.getChannel();
  ByteBuffer head=ByteBuffer.allocate(40);
  head.order(ByteOrder.LITTLE_ENDIAN);
  ch.position(m_baseoffset);
  ch.read(head);
  head.position(0);
  ANSI_Name=new byte[8];
  for (int i=0; i < 8; i++)   ANSI_Name[i]=head.get();
  VirtualSize=head.getInt();
  VirtualAddress=head.getInt();
  SizeOfRawData=head.getInt();
  PointerToRawData=head.getInt();
  PointerToRelocations=head.getInt();
  PointerToLinenumbers=head.getInt();
  NumberOfRelocations=head.getShort();
  NumberOfLinenumbers=head.getShort();
  Characteristics=head.getInt();
}
"
167,dump(PrintStream),D:\temp\case study\jsmooth-0.9.9-7-src\src\net\charabia\jsmoothgen\pe\PESection.java,jsmooth,14,13,0,2,0.1429,0.3489,0,2,2,"public void dump(PrintStream out){
  out.println(""SECTION:"");
  out.print(""  Name= "");
  for (int i=0; i < 8; i++)   out.print((char)ANSI_Name[i]);
  out.println("""");
  out.println(""  VirtualSize= "" + VirtualSize + ""  // 	The size of the section when it is mapped to memory. Must be a multiple of 4096. (8)(DWORD)"");
  out.println(""  VirtualAddress= "" + VirtualAddress + ""   // 	An rva to where it should be mapped in memory. (12)(DWORD)"");
  out.println(""  SizeOfRawData= "" + SizeOfRawData + ""   // 	The size of the section in the PE file. Must be a multiple of 512 (16)(DWORD)"");
  out.println(""  PointerToRawData= "" + PointerToRawData + ""   // 	A file based offset which points to the location of this sections data (20)(DWORD)"");
  out.println(""  PointerToRelocations= "" + PointerToRelocations + ""   // 	In EXE's this field is meaningless, and is set 0 (24)(DWORD)"");
  out.println(""  PointerToLinenumbers= "" + PointerToLinenumbers + ""   // 	This is the file-based offset of the line number table. This field is only used for debug purposes, and is usualy set to 0 (28)(DWORD)"");
  out.println(""  NumberOfRelocations= "" + NumberOfRelocations + ""   // 	In EXE's this field is meaningless, and is set 0 (32)(WORD)"");
  out.println(""  NumberOfLinenumbers= "" + NumberOfLinenumbers + ""   // 	The number of line numbers in the line number table for this section. This field is only used for debug purposes, and is usualy set to 0 (34)(WORD)"");
  out.println(""  Characteristics= "" + Characteristics + ""   // 	The kind of data stored in this section ie. Code, Data, Import data, Relocation data (36)(DWORD)"");
}
"
